Index,Label,Amplitude
1,0,21.5490125119686
2,1,403.870088979602
3,1,265.0376111269
4,1,61.6045882925391
5,1,11.6585996001959
6,1,139.088346622884
7,0,8.66456283256412
8,1,16.4672061800957
9,0,9.29966138210148
10,1,277.524857781827
11,1,57.1646075695753
12,1,102.079764008522
13,1,481.200784444809
14,1,17.9415424354374
15,0,7.82532524317503
16,0,8.91406554728746
17,0,8.32433067262173
18,0,22.0823092386127
19,0,7.43179256096482
20,0,9.20893345028162
21,0,13.2463471964002
22,0,15.326795168221
23,0,8.18823860026896
24,0,7.5304574565962
25,1,7.93873537622858
26,1,261.921057477593
27,0,9.43575403653085
28,0,14.3350877333432
29,0,21.5706778690219
30,0,22.9542865417898
31,0,19.4839248433709
32,0,10.479130432941
33,0,17.4878992256708
34,0,67.6607079803944
35,0,23.7481605727226
36,0,92.225422617048
37,0,17.8508141543716
38,0,11.6586000658572
39,0,15.0382330175489
40,0,9.36770776752383
41,0,14.9021400138736
42,0,14.5392273552716
43,0,13.4278043406084
44,0,8.07482795789838
45,0,7.75727862492204
46,0,8.66456259973347
47,0,14.7206839174032
48,1,30.5949453031644
49,0,32.3051493614912
50,0,7.73459672927856
51,0,7.77996052056551
52,0,6.75926636904478
53,0,7.87068926729262
54,0,18.0095881223679
55,0,6.15584338083863
56,0,5.82930003292859
57,0,6.05612108483911
58,0,15.492838807404
59,0,10.4564484208822
60,0,9.93476063013077
61,0,9.68668051064014
62,0,6.79392227903008
63,0,7.21290800720453
64,0,6.56704930588603
65,0,10.9513350762427
66,0,6.53244508430362
67,0,10.0481708068401
68,0,5.71588927414268
69,0,12.3844272457063
70,0,9.41611593589187
71,0,7.05413345713168
72,0,14.8567762225866
73,0,20.0718510895967
74,0,35.7243083417416
75,0,11.7039643228054
76,0,9.02905571274459
77,0,11.8232944514602
78,0,11.8400570936501
79,0,9.34502575546503
80,0,30.3055299445987
81,0,8.12019198201597
82,0,9.39038954675198
83,0,6.48708082735538
84,0,7.21290800720453
85,0,12.600707821548
86,0,7.4397292919457
87,0,6.50976283941418
88,0,20.2324353158474
89,0,9.68525733333081
90,0,12.0668769814074
91,0,6.87267677858472
92,0,6.46439861884573
93,0,5.69320761132985
94,0,7.75727862492204
95,0,9.48111829347908
96,0,10.2749913930893
97,0,15.9422448487021
98,0,6.79847132414579
99,0,66.0275991540402
100,0,7.68923247233033
101,0,8.50569503381848
102,0,7.9322624951601
103,0,14.3350881990045
104,0,11.9761496898718
105,0,9.82135027879849
106,0,8.59651656355709
107,0,9.07284021377563
108,0,12.7300038002431
109,0,14.4512912374921
110,0,5.92002831399441
111,0,9.16356896050274
112,0,10.7059518340975
113,0,11.0799092799425
114,1,18.576193600893
115,0,11.3335424102843
116,0,12.2146941721439
117,0,28.6305458866991
118,0,8.61919857561588
119,0,11.114229913801
120,0,15.4138216748834
121,0,8.05214606225491
122,0,11.4090968854725
123,0,8.86808475479484
124,0,19.2516478709877
125,0,11.5265446947888
126,0,13.2463471964002
127,0,21.5026326477528
128,0,8.16555647179484
129,1,214.799497276545
130,0,67.8491778671741
131,0,14.6389710716903
132,0,12.1122424025089
133,0,5.85198221597238
134,0,6.87267654575408
135,0,9.8667141282931
136,0,8.00522463396192
137,0,7.93775310739875
138,0,10.8078294433653
139,0,9.39039001241326
140,0,8.84601916186512
141,0,8.77797324210405
142,0,8.61879205331206
143,0,8.16555670462549
144,0,14.9953491054475
145,0,9.27697937004268
146,0,8.46042396733537
147,0,13.1783010438085
148,0,22.2511412575841
149,0,11.4771433873102
150,0,9.63989272713661
151,0,13.3454004535452
152,0,19.8695198341738
153,0,65.3471332043409
154,0,37.6565777696669
155,0,26.8158819526434
156,0,37.4935138970613
157,0,46.4768959209323
158,0,31.4147099852562
159,0,17.9206598550081
160,0,26.7686350271106
161,0,14.743366278708
162,0,21.866834256798
163,0,18.0641245096922
164,0,20.5953484401107
165,0,18.3271383866668
166,0,35.0892096757889
167,0,14.3124063033611
168,0,11.908103559108
169,0,8.18600133061409
170,0,15.2423717081547
171,0,7.03145144507289
172,0,16.6680206311867
173,0,8.89406190253794
174,0,7.52665102481842
175,0,10.6007088907063
176,0,10.2837877348065
177,0,9.66257508844137
178,0,9.63989272713661
179,0,6.46439893171191
180,0,18.0592625692952
181,0,8.18823836743832
182,0,8.14287457615137
183,0,11.182275833562
184,0,11.4544611424208
185,0,8.48310580477118
186,0,8.32433105097152
187,0,6.26026000827551
188,0,12.7700231969357
189,0,14.8846053925809
190,1,528.833210468292
191,0,11.8627389892936
192,0,10.6832697056234
193,0,13.6319431476295
194,0,12.5870720949024
195,0,10.4337667580694
196,0,8.95943003706634
197,0,67.7287541329861
198,0,22.682101232931
199,0,39.217353798449
200,0,11.2049579620361
201,0,9.14088636636734
202,0,14.9015239439905
203,0,10.6605878099799
